NumId,Word,Category,Role,Definition1,Definition2,Example1,Example2,Example3,Example4,Example5,BengaliDef,BengaliEx1,BengaliEx2,BengaliEx3,RefWord,Level
-77,Under the radar,2,Idiomatic Expression,Without being noticed or detected by others.,,The initiative had been operating under the radar for almost a year.,,,,,,,,,,3
78,Rancour,1,Common Noun,"Bitterness or resentfulness, especially when long-standing.",,There was a rancour in their correspondence that neither acknowledged openly.,,,,,দীর্ঘদিন ধরে পুষে রাখা তিক্ততা ও বিদ্বেষ।,,,,,1
78,Resentment,1,Common Noun,Bitter indignation at having been treated unfairly.,,The resentment had built up quietly over years of perceived slights.,,,,,,,,,,0
78,Animosity,1,Common Noun,Strong hostility; active dislike.,,The animosity between the two departments undermined every joint project.,,,,,,,,,,0
78,Antipathy,1,Common Noun,A deep-seated feeling of aversion towards something.,,He had an instinctive antipathy towards anything that smelled of bureaucracy.,,,,,,,,,,1
-78,Goodwill,1,Common Noun,,,,,,,,,,,,,0
-78,Amity,1,Common Noun,A friendly relationship between people or countries.,,The treaty established lasting amity between the two neighbours.,,,,,,,,,,1
79,Contemplate,1,Transitive Verb,,,,,,,,,,,,,0
79,Ruminate,1,Intransitive Verb,To think deeply about something; to turn something over in one's mind.,,He tended to ruminate on failures far longer than was useful.,,,,,,,,,,1
79,Ponder,1,Transitive Verb,To think about carefully; to weigh in the mind.,,,,,,,,,,,,0
79,Deliberate,1,Intransitive Verb,To engage in long and careful consideration.,,The jury deliberated for two days before returning a verdict.,,,,,,,,,,0
-79,Act impulsively,2,Idiomatic Expression,To do something without careful thought or planning.,,He acted impulsively and regretted it within hours.,,,,,,,,,,0
80,Volatile,1,Adjective,,,,,,,,,,,,,0
80,Explosive,1,Adjective,Likely to erupt in conflict or violence; potentially catastrophic.,,,,,,,,,,,,0
80,Combustible,1,Adjective,,,,,,,,,,,,,1
-80,Stable,1,Adjective,,,,,,,,,,,,,0
-80,Temperate,1,Adjective,Showing moderation or self-restraint; mild.,,She responded in a temperate manner that defused the tension.,,,,,,,,,,1
81,Knuckle down,3,Phrasal Verb,,,,,,,,,,,,,3
81,Buckle down,3,Phrasal Verb,To start working hard on something.,,The team buckled down after the manager's firm warning.,,,,,,,,,,3
-81,Slack off,3,Phrasal Verb,To reduce one's level of effort; to become lazier.,,He slacked off in the final weeks and it showed in the result.,,,,,,,,,,3
82,Give in,3,Phrasal Verb,,,,,,,,,,,,,0
82,Back down,3,Phrasal Verb,To withdraw a claim or position; to concede.,,,,,,,,,,,,3
-82,Stand firm,2,Idiomatic Expression,To refuse to change one's position or be moved by pressure.,,,,,,,,,,,,0
-82,Hold one's ground,2,Idiomatic Expression,,,,,,,,,,,,,0
83,Sublime,1,Adjective,,,,,,,,,,,,,0
83,Resplendent,1,Adjective,Attractive and impressive through being richly colourful or magnificent.,,She arrived resplendent in a crimson dress that silenced the room.,,,,,,,,,,1
83,Exquisite,1,Adjective,,,,,,,,,,,,,0
-83,Squalid,1,Adjective,Extremely dirty and unpleasant; showing a contemptible lack of moral standards.,,,,,,,,,,,,0
-83,Grotesque,1,Adjective,Comically or repulsively ugly or distorted.,,The grotesque caricature was meant to shock and succeeded.,,,,,,,,,,0
84,Duplicity,1,Common Noun,Deceitfulness; double-dealing.,,The level of duplicity uncovered in the investigation shocked everyone.,,,,,"দ্বিমুখী আচরণ; মুখে এক কথা, মনে আরেক কথা।",,,,,1
84,Guile,1,Common Noun,Sly or cunning intelligence; craftiness.,,,,,,,,,,,,1
84,Treachery,1,Common Noun,Betrayal of trust; deception.,,The treachery of his closest ally was the blow he never recovered from.,,,,,,,,,,0
-84,Integrity,1,Common Noun,The quality of being honest and having strong moral principles.,,Her integrity in the matter was never once called into question.,,,,,সততা ও নৈতিক দৃঢ়তা।,,,,,0
-84,Candour,1,Common Noun,The quality of being open and honest in expression; frankness.,,She spoke with a candour that was rare at that level of the organisation.,,,,,,,,,,1
85,Eligible for,3,Appropriate Preposition,The correct preposition following 'eligible'.,,She was eligible for the scholarship based on her academic record.,,,,,,,,,,0
85,Qualified for,3,Appropriate Preposition,The correct preposition following 'qualified'.,,He was fully qualified for the role but was passed over anyway.,,,,,,,,,,0
85,Suited to,3,Appropriate Preposition,,,,,,,,,,,,,0
85,Adept at,3,Appropriate Preposition,The correct preposition following 'adept'.,,She was adept at defusing tension with a well-timed remark.,,,,,,,,,,0
85,Proficient in,3,Appropriate Preposition,The correct preposition following 'proficient'.,,"He was proficient in four languages, which opened many doors.",,,,,,,,,,0
86,Compassionate,1,Adjective,Feeling or showing sympathy and concern for others.,,,,,,,,,,,,0
86,Empathetic,1,Adjective,Showing empathy; able to understand and share the feelings of another.,,An empathetic doctor listens before they prescribe.,,,,,,,,,,0
86,Sympathetic,1,Adjective,Feeling or showing sympathy; expressing compassion.,,She was sympathetic to the difficulty of the situation.,,,,,,,,,,0
-86,Callous,1,Adjective,,,,,,,,,,,,,0
-86,Indifferent,1,Adjective,Having no particular interest or sympathy; unconcerned.,,He was indifferent to the suffering his decisions caused.,,,,,,,,,,0
87,Vitiate,1,Transitive Verb,,,,,,,,,,,,,1
87,Corrupt,1,Transitive Verb,To cause to act dishonestly or make morally depraved.,,,,,,,,,,,,0
87,Taint,1,Transitive Verb,To contaminate or pollute; to affect with a bad quality.,,The scandal tainted every aspect of the administration that followed.,,,,,,,,,,0
-87,Purify,1,Transitive Verb,To remove contaminants from; to make clean and pure.,,The water needed to be purified before it was safe to drink.,,,,,,,,,,0
-87,Rectify,1,Transitive Verb,To put something right; to correct.,,Steps were taken to rectify the errors before they caused further damage.,,,,,,,,,,0
88,Reluctant,1,Adjective,,,,,,,,,,,,,0
88,Loath,1,Adjective,Strongly unwilling; reluctant.,,,,,,,,,,,,1
88,Disinclined,1,Adjective,Unwilling; lacking enthusiasm to do something.,,She was disinclined to discuss the matter at that point.,,,,,,,,,,1
-88,Eager,1,Adjective,Keen and enthusiastic; wanting very much to do or have something.,,He was eager to demonstrate what he had learned.,,,,,,,,,,0
-88,Avid,1,Adjective,,,,,,,,,,,,,0
89,Tacit,1,Adjective,,,,,,,,,,,,,0
89,Implicit,1,Adjective,Implied though not plainly expressed; inherent.,,There was an implicit threat in every polite exchange that followed.,,,,,,,,,,0
-89,Explicit,1,Adjective,"Stated clearly and in detail, leaving no room for doubt.",,"The instructions were explicit â no exceptions, no substitutions.",,,,,,,,,,0
-89,Overt,1,Adjective,Done openly; not secret.,,The overt hostility of the greeting surprised the visiting delegation.,,,,,,,,,,0
90,Embellish,1,Transitive Verb,To make something more attractive; to add decorative details to a story.,,He had a habit of embellishing stories until they became unrecognisable.,,,,,,,,,,0
90,Adorn,1,Transitive Verb,To make more attractive; to decorate or add beauty to.,,Photographs adorned every wall of the small apartment.,,,,,,,,,,0
90,Ornament,1,Transitive Verb,To make more attractive by adding decorative items.,,The ceiling was ornamented with intricate plasterwork.,,,,,,,,,,1
-90,Strip,1,Transitive Verb,,,,,,,,,,,,,0
91,Insolent,1,Adjective,Showing a rude and arrogant lack of respect.,,His insolent response to the judge's question caused a stir in the gallery.,,,,,,,,,,0
91,Impertinent,1,Adjective,,,,,,,,,,,,,0
91,Impudent,1,Adjective,Not showing due respect; disrespectfully bold.,,His impudent grin suggested he was not remotely sorry.,,,,,,,,,,1
-91,Courteous,1,Adjective,"Polite, respectful, and considerate in manner.",,"She was unfailingly courteous, even to those who were not.",,,,,,,,,,0
-91,Deferential,1,Adjective,Showing great respect and submission to authority.,,The young aide was deferential without being servile.,,,,,,,,,,1
92,Mundane preoccupations,2,Idiomatic Expression,Concerns and worries of ordinary everyday life.,,He longed to escape the mundane preoccupations of his daily routine.,,,,,,,,,,2
92,Run-of-the-mill,2,Idiomatic Expression,Ordinary; lacking any special or distinctive quality.,,It was a run-of-the-mill performance â professional but uninspired.,,,,,,,,,,3
-92,Out of the ordinary,2,Idiomatic Expression,Different from what is usual or expected; remarkable.,,,,,,,,,,,,0
93,Circumvent,1,Transitive Verb,,,,,,,,,,,,,1
93,Bypass,1,Transitive Verb,"To go around or avoid something, especially an obstacle.",,The proposal was designed to bypass the usual approval process.,,,,,,,,,,0
-93,Comply,1,Intransitive Verb,To act in accordance with a wish or command.,,,,,,,,,,,,0
-93,Conform,1,Intransitive Verb,"To comply with rules, standards, or conventions.",,,,,,,,,,,,0
94,Serendipity,1,Common Noun,The occurrence of events by chance in a happy or beneficial way.,,The best discoveries in science often have an element of serendipity.,,,,,,,,,,1
94,Fortuitous,1,Adjective,"Happening by chance rather than intention, especially beneficially.",,The fortuitous meeting at the airport led to their first collaboration.,,,,,,,,,,1
-94,Deliberate,1,Adjective,,,,,,,,,,,,,0
95,Procrastinate,1,Intransitive Verb,,,,,,,,,,,,,0
95,Defer,1,Transitive Verb,To put off to a later time; to postpone.,,He deferred the decision until all the relevant data was available.,,,,,,,,,,0
95,Stall,1,Intransitive Verb,,,,,,,,,,,,,3
-95,Act promptly,2,Idiomatic Expression,,,,,,,,,,,,,0
96,Lenient,1,Adjective,More merciful or tolerant than expected; not strict.,,The lenient sentence surprised legal commentators across the board.,,,,,,,,,,0
96,Indulgent,1,Adjective,Ready to be generous or tolerant towards someone.,,An indulgent editor once let him write ten thousand words on a footnote.,,,,,,,,,,0
96,Forbearing,1,Adjective,Patient and restrained under provocation.,,She was forbearing with difficult clients â a rare quality.,,,,,,,,,,1
-96,Stringent,1,Adjective,,,,,,,,,,,,,1
-96,Rigorous,1,Adjective,Extremely thorough and careful; not flexible.,,A rigorous peer review process is the foundation of good science.,,,,,,,,,,0
97,Deplete,1,Transitive Verb,To use up the supply or resources of something.,,,,,,,,,,,,0
97,Exhaust,1,Transitive Verb,,,,,,,,,,,,,0
-97,Replenish,1,Transitive Verb,,,,,,,,,,,,,0
-97,Augment,1,Transitive Verb,,,,,,,,,,,,,1
98,Convoluted,1,Adjective,Extremely complex and difficult to follow.,,,,,,,,,,,,0
98,Labyrinthine,1,Adjective,Resembling a labyrinth in complexity; intricate.,,The labyrinthine regulations made compliance almost impossible for small firms.,,,,,,,,,,1
98,Tortuous,1,Adjective,,,,,,,,,,,,,1
-98,Straightforward,1,Adjective,Easy to do or understand; uncomplicated.,,The process was more straightforward than any of them had expected.,,,,,,,,,,0
-98,Transparent,1,Adjective,Easy to see through; open and without concealment.,,,,,,,,,,,,0
99,Lax,1,Adjective,,,,,,,,,,,,,0
99,Negligent,1,Adjective,Failing to take proper care or act with due diligence.,,The company was found negligent in its handling of the incident.,,,,,,,,,,2
99,Remiss,1,Adjective,,,,,,,,,,,,,1
-99,Diligent,1,Adjective,Having or showing care and conscientiousness in work.,,Her diligent record-keeping proved invaluable during the audit.,,,,,পরিশ্রমী ও যত্নশীল।,,,,,0
-99,Vigilant,1,Adjective,Keeping careful watch for possible danger or difficulties.,,The security team remained vigilant throughout the summit.,,,,,,,,,,0
100,Penchant,1,Common Noun,A strong or habitual liking for something; a tendency.,,,,,,,,,,,,1
100,Predisposition,1,Common Noun,,,,,,,,,,,,,1
-100,Aversion,1,Common Noun,A strong dislike or disinclination.,,,,,,,,,,,,0
-100,Repugnance,1,Common Noun,Intense disgust; strong aversion.,,,,,,,,,,,,1
101,Insipid,1,Adjective,Lacking flavour; dull and uninteresting.,,The insipid speech failed to excite even its author's supporters.,,,,,,,,,,0
101,Vapid,1,Adjective,Offering nothing that is stimulating or challenging.,,The vapid conversation made the evening feel interminable.,,,,,,,,,,1
-101,Piquant,1,Adjective,Having a pleasantly sharp taste; interestingly provocative.,,,,,,,,,,,,1
-101,Stimulating,1,Adjective,Raising levels of interest and energy; thought-provoking.,,The stimulating debate attracted scholars from three countries.,,,,,,,,,,0
102,Embolden,1,Transitive Verb,To give someone the courage or confidence to do something.,,,,,,,,,,,,1
102,Galvanise,1,Transitive Verb,To shock or excite someone into taking action.,,The tragedy galvanised the community into organising change.,,,,,,,,,,1
102,Spur,1,Transitive Verb,,,,,,,,,,,,,0
-102,Deter,1,Transitive Verb,To discourage from acting by instilling fear or doubt.,,The harsh penalties were meant to deter future violations.,,,,,,,,,,0
-102,Dissuade,1,Transitive Verb,To persuade someone not to take a particular course of action.,,He tried to dissuade her from resigning but she had made up her mind.,,,,,,,,,,0
103,Insatiable,1,Adjective,,,,,,,,,,,,,0
103,Voracious,1,Adjective,Wanting or devouring great quantities of something.,,She was a voracious reader who finished a novel every two days.,,,,,,,,,,0
-103,Moderate,1,Adjective,"Average in amount, intensity, or degree; not extreme.",,He was a moderate eater who never indulged beyond what he needed.,,,,,,,,,,0
-103,Abstemious,1,Adjective,,,,,,,,,,,,,1
104,Placate,1,Transitive Verb,To reduce the anger or displeasure of someone; to appease.,,Small concessions were enough to placate the more moderate critics.,,,,,রাগ বা ক্ষোভ প্রশমিত করা।,,,,,0
-104,Incense,1,Transitive Verb,To make someone extremely angry.,,The dismissive reply incensed the delegation and talks broke down.,,,,,,,,,,0
-104,Enrage,1,Transitive Verb,,,,,,,,,,,,,0
105,Condescending,1,Adjective,,,,,,,,,,,,,0
105,Patronising,1,Adjective,,,,,,,,,,,,,3
-105,Egalitarian,1,Adjective,Believing in and promoting equal rights for all.,,The new principal had a genuinely egalitarian approach to leadership.,,,,,,,,,,1
106,Break new ground,2,Idiomatic Expression,To do something innovative or pioneering.,,,,,,,,,,,,0
106,Ahead of the curve,2,Idiomatic Expression,More advanced than current trends; at the cutting edge.,,The company had been ahead of the curve on digital payments for years.,,,,,,,,,,3
-106,Behind the times,2,Idiomatic Expression,Old-fashioned; not keeping up with modern ideas or developments.,,,,,,,,,,,,3
107,Bring about,3,Phrasal Verb,,,,,,,,,,,,,0
107,Carry out,3,Phrasal Verb,,,,,,,,,,,,,0
-107,Call off,3,Phrasal Verb,To cancel an event or arrangement that had been planned.,,The match was called off due to the severity of the weather.,,,,,,,,,,0
1.1,Disposition,1,Common Noun,A person's inherent qualities of mind and character; a tendency.,,Her disposition towards caution made her a reliable rather than a bold leader.,,,,,,,,,,0
1.2,Bent,1,Common Noun,A natural talent or inclination towards something.,,He had a natural bent for mathematics from an early age.,,,,,,,,,,3
4.1,Consolidate,1,Transitive Verb,,,,,,,,,,,,,0
4.2,Cement,1,Transitive Verb,To settle or strengthen a relationship or situation firmly.,,,,,,,,,,,,0
5.1,Pomposity,1,Common Noun,The quality of being excessively self-important in a way that is irritating.,,His pomposity made it difficult to take even his valid points seriously.,,,,,,,,,,1
5.2,Self-importance,1,Common Noun,An exaggerated sense of one's own value or importance.,,"His self-importance was evident in every interaction, however small.",,,,,,,,,,0
7.1,Argumentative,1,Adjective,,,,,,,,,,,,,0
7.2,Antagonistic,1,Adjective,Showing or feeling active opposition; actively hostile.,,Her antagonistic attitude during the review made collaboration impossible.,,,,,,,,,,0
9.1,Harangue,1,Transitive Verb,To lecture someone at length in an aggressive or forceful manner.,,,,,,,,,,,,1
9.2,Rail,1,Intransitive Verb,To complain bitterly or loudly; to utter vehement criticism.,,She railed against the decision in every interview she gave that week.,,,,,,,,,,1
11.1,Self-denying,1,Adjective,Choosing to go without things for moral or religious reasons.,,His self-denying approach to comfort was admired but rarely imitated.,,,,,,,,,,2
11.2,Puritanical,1,Adjective,,,,,,,,,,,,,1
12.1,Headstrong,1,Adjective,Energetically wilful and determined; difficult to restrain.,,,,,,,,,,,,3
12.2,Hot-headed,1,Adjective,Quickly becoming angry; impulsive and rash.,,,,,,,,,,,,3
15.1,Chatty,1,Adjective,Fond of chatting; notably talkative in a friendly way.,,,,,,,,,,,,3
15.2,Effusive,1,Adjective,Expressing pleasure or gratitude in an unrestrained way; gushing.,,"His effusive greeting was genuine, if slightly overwhelming.",,,,,,,,,,1
17.1,Grieve,1,Intransitive Verb,"To feel intense sorrow or sadness, especially after a loss.",,,,,,,,,,,,0
17.2,Mourn,1,Transitive Verb,To feel or express sorrow or regret for something lost.,,He mourned the end of an era with more feeling than most expected.,,,,,,,,,,0
19.1,Refractory,1,Adjective,Stubborn or unmanageable; resistant to control or treatment.,,The refractory material withstood conditions that destroyed everything else.,The refractory child exhausted three teachers in a single term.,,,,,,,,,1
19.2,Bullheaded,1,Adjective,Unreasonably or stupidly obstinate; headstrong.,,His bullheaded refusal to reconsider cost the project three months.,,,,,,,,,,3
22.1,Resolute,1,Adjective,"Admirably purposeful, determined, and unwavering.",,,,,,,,,,,,0
22.2,Pertinacious,1,Adjective,,,,,,,,,,,,,1
24.1,Yes-man,1,Common Noun,,,,,,,,,,,,,3
24.2,Lackey,1,Common Noun,A person who is too eager to serve or obey; a servile follower.,,He had too much pride to act as anyone's lackey.,,,,,,,,,,3
27.1,Toxic,1,Adjective,Very harmful in a pervasive or insidious way.,,The toxic culture of the organisation drove away its best people.,,,,,,,,,,0
27.2,Corrosive,1,Adjective,Tending to destroy slowly; having a gradual destructive effect.,,The corrosive effect of rumour on morale was plain to see.,,,,,,,,,,1
29.1,Deteriorate,1,Intransitive Verb,To become progressively worse; to decline in quality.,,,,,,,,,,,,0
29.2,Moulder,1,Intransitive Verb,To slowly decay or decline through neglect.,,The once ambitious plan was left to moulder in a desk drawer.,,,,,,,,,,1
32.1,Remedy,1,Transitive Verb,,,,,,,,,,,,,0
32.2,Redress,1,Transitive Verb,To remedy or set right a situation that is wrong or unfair.,,The policy was designed to redress historical imbalances.,,,,,,,,,,1
40.1,Acerbity,1,Common Noun,,,,,,,,,,,,,1
40.2,Sharpness,1,Common Noun,,,,,,,,,,,,,0
47.1,Spendthrift,1,Common Noun,A person who spends money freely and wastefully.,,His reputation as a spendthrift made the bank hesitant to lend.,,,,,,,,,,0
47.2,Wastrel,1,Common Noun,A person who wastes their time or resources; an idler.,,He was dismissed by his family as a wastrel with no prospects.,,,,,,,,,,1
50.1,Reprehensible,1,Adjective,Deserving censure or condemnation; morally wrong.,,The committee described the conduct as reprehensible and unacceptable.,,,,,,,,,,1
50.2,Heinous,1,Adjective,Utterly odious or wicked; grossly evil.,,The heinous nature of the crime shocked even seasoned investigators.,,,,,,,,,,0
64.1,Abate,1,Intransitive Verb,"To become less intense, widespread, or severe.",,,,,,,,,,,,1
64.2,Subside,1,Intransitive Verb,"To become less intense, violent, or severe; to settle down.",,,,,,,,,,,,0
67.1,Judicious,1,Adjective,"Having, showing, or done with good judgement; wise and sensible.",,A judicious use of silence can be more powerful than any argument.,,,,,,,,,,1
67.2,Prudent,1,Adjective,Acting with care and thought for future consequences.,,,,,,,,,,,,0
74.1,Whimsical,1,Adjective,Playfully quaint or fanciful; subject to whims.,,,,,,,,,,,,0
74.2,Unpredictable,1,Adjective,Not able to be predicted; changeable.,,Her unpredictable moods made working closely with her a challenge.,,,,,,,,,,0
78.1,Grudge,1,Common Noun,A persistent feeling of ill will or resentment from past grievance.,,,,,,,,,,,,0
78.2,Bitterness,1,Common Noun,Anger and disappointment at being treated unfairly; resentfulness.,,The bitterness of the defeat lingered long after the tournament ended.,,,,,,,,,,0
84.1,Chicanery,1,Common Noun,The use of trickery to achieve one's purpose.,,The deal was rife with chicanery that only became clear months later.,,,,,,,,,,1
84.2,Subterfuge,1,Common Noun,Deceit used in order to achieve one's goal.,,He resorted to subterfuge when straightforward persuasion failed.,,,,,,,,,,1
88.1,Grudging,1,Adjective,Given or allowed only reluctantly or resentfully.,,She offered a grudging apology that satisfied no one.,,,,,,,,,,0
88.2,Half-hearted,1,Adjective,Without enthusiasm or commitment; lacking vigour.,,His half-hearted attempt to fix things only made matters worse.,,,,,,,,,,3
100.1,Partiality,1,Common Noun,,,,,,,,,,,,,1
100.2,Affinity,1,Common Noun,A natural liking for and understanding of someone or something.,,,,,,,,,,,,0
-1.1,Aversion,1,Common Noun,,,,,,,,,,,,,0
-1.2,Antipathy,1,Common Noun,,,,,,,,,,,,,1
-4.1,Fragment,1,Transitive Verb,To break or cause to break into small or separate parts.,,Years of internal conflict had fragmented the once unified coalition.,,,,,,,,,,0
-4.2,Dissolve,1,Transitive Verb,To bring to an end; to disintegrate or weaken.,,Prolonged disagreement dissolved the trust they had built together.,,,,,,,,,,0
-5.1,Unpretentiousness,1,Common Noun,The quality of not attempting to impress others with wealth or status.,,His unpretentiousness was striking given how much he had accomplished.,,,,,,,,,,1
-5.2,Self-effacement,1,Common Noun,The quality of not drawing attention to oneself; modesty.,,Her self-effacement made it easy to underestimate her until too late.,,,,,,,,,,1
-7.1,Agreeable,1,Adjective,,,,,,,,,,,,,0
-7.2,Cooperative,1,Adjective,,,,,,,,,,,,,0
-9.1,Pacify,1,Transitive Verb,,,,,,,,,,,,,0
-9.2,Mollify,1,Transitive Verb,,,,,,,,,,,,,1
-11.1,Self-indulgent,1,Adjective,Characterised by doing or tending to do exactly what one wants.,,A self-indulgent approach to the work produced something impressive if undisciplined.,,,,,,,,,,0
-11.2,Permissive,1,Adjective,,,,,,,,,,,,,0
-12.1,Amenable,1,Adjective,Open and responsive to suggestion; willing to be guided.,,"She was amenable to feedback, which made her exceptionally fast to improve.",,,,,,,,,,1
-12.2,Phlegmatic,1,Adjective,,,,,,,,,,,,,1
-15.1,Reserved,1,Adjective,Slow to reveal emotion or opinions; restrained.,,,,,,,,,,,,0
-15.2,Restrained,1,Adjective,,,,,,,,,,,,,0
-17.1,Rejoice,1,Intransitive Verb,To feel or show great joy or delight.,,"She rejoiced quietly, unwilling to celebrate too loudly while others still struggled.",,,,,,,,,,0
-17.2,Exult,1,Intransitive Verb,"To show or feel elation or jubilation, especially at someone else's defeat.",,He exulted in the victory with a warmth that swept the whole room.,,,,,,,,,,1
-19.1,Tractable,1,Adjective,,,,,,,,,,,,,1
-19.2,Pliable,1,Adjective,,,,,,,,,,,,,1
-22.1,Irresolute,1,Adjective,Showing or feeling hesitancy; uncertain how to act.,,He was irresolute at the critical moment and the opportunity passed.,,,,,,,,,,1
-22.2,Wavering,1,Adjective,Becoming weaker or less certain; hesitating between options.,,,,,,,,,,,,0
-24.1,Maverick,1,Common Noun,An independent-minded person who refuses to follow group norms.,,Every organisation needs a maverick â someone who asks the uncomfortable questions.,,,,,,,,,,1
-24.2,Dissenter,1,Common Noun,A person who opposes or disagrees with official policy.,,The lone dissenter turned out to have been right all along.,,,,,,,,,,1
-27.1,Wholesome,1,Adjective,Conducive to or promoting good health or well-being; morally sound.,,The wholesome atmosphere of the school was widely noted by visiting parents.,,,,,,,,,,0
-27.2,Nourishing,1,Adjective,Providing sustenance; promoting health and growth.,,A nourishing culture retains talent far better than a demanding one.,,,,,,,,,,0
-29.1,Recuperate,1,Intransitive Verb,To recover from illness or exertion; to regain health or strength.,,She needed several weeks to recuperate properly after the surgery.,,,,,,,,,,0
-29.2,Revitalise,1,Transitive Verb,To give new life and vitality to something.,,,,,,,,,,,,0
-32.1,Aggravate,1,Transitive Verb,To make a problem or bad situation worse.,,Every attempt to help only seemed to aggravate the situation further.,,,,,,,,,,0
-32.2,Worsen,1,Transitive Verb,To make or become worse.,,The delay worsened an already critical shortage.,,,,,,,,,,0
-40.1,Mildness,1,Common Noun,,,,,,,,,,,,,0
-40.2,Gentleness,1,Common Noun,The quality of being kind and careful; a mild manner.,,She delivered the difficult news with gentleness and precision.,,,,,,,,,,0
-47.1,Miser,1,Common Noun,A person who hoards wealth and spends as little as possible.,,"He was no miser, but he believed in spending money only where it mattered.",,,,,,,,,,0
-47.2,Steward,1,Common Noun,,,,,,,,,,,,,2
-50.1,Laudable,1,Adjective,,,,,,,,,,,,,1
-50.2,Exemplary,1,Adjective,,,,,,,,,,,,,0
-64.1,Intensify,1,Transitive Verb,To become or make more intense; to increase in strength.,,The pressure intensified as the deadline drew closer.,,,,,,,,,,0
-64.2,Escalate,1,Intransitive Verb,To increase rapidly; to become more serious.,,The dispute escalated before anyone had time to intervene.,,,,,,,,,,0
-67.1,Reckless,1,Adjective,,,,,,,,,,,,,0
-67.2,Imprudent,1,Adjective,,,,,,,,,,,,,1
-74.1,Predictable,1,Adjective,Behaving or occurring in a way that is expected; unsurprising.,,His predictable reactions made him easy to manage but hard to inspire.,,,,,,,,,,0
-74.2,Steady,1,Adjective,,,,,,,,,,,,,0
-78.1,Magnanimity,1,Common Noun,"The quality of being generous and forgiving, especially towards a rival.",,His magnanimity in defeat earned him more respect than victory would have.,,,,,,,,,,1
-78.2,Equanimity,1,Common Noun,,,,,,,,,,,,,1
-84.1,Probity,1,Common Noun,The quality of having strong moral principles; complete honesty.,,His probity in financial matters was never once questioned in thirty years.,,,,,,,,,,1
-84.2,Transparency,1,Common Noun,,,,,,,,,,,,,0
-88.1,Wholehearted,1,Adjective,,,,,,,,,,,,,0
-88.2,Enthusiastic,1,Adjective,Having or showing intense and eager enjoyment or interest.,,,,,,,,,,,,0
-100.1,Impartiality,1,Common Noun,Treatment of all rivals or disputants equally; fairness.,,,,,,,,,,,,1
-100.2,Indifference,1,Common Noun,"Lack of interest, concern, or sympathy towards something.",,,,,,,,,,,,0
